Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_10 Spectral Count	C_11 Spectral Count	C_12 Spectral Count	C_13 Spectral Count	C_14 Spectral Count	C_15 Spectral Count	C_16 Spectral Count	C_17 Spectral Count	C_18 Spectral Count	C_19 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	C_4 Spectral Count	C_5 Spectral Count	C_6 Spectral Count	C_7 Spectral Count	C_8 Spectral Count	C_9 Spectral Count	HCC_1 Spectral Count	HCC_10 Spectral Count	HCC_11 Spectral Count	HCC_12 Spectral Count	HCC_13 Spectral Count	HCC_14 Spectral Count	HCC_15 Spectral Count	HCC_16 Spectral Count	HCC_17 Spectral Count	HCC_18 Spectral Count	HCC_19 Spectral Count	HCC_2 Spectral Count	HCC_3 Spectral Count	HCC_4 Spectral Count	HCC_5 Spectral Count	HCC_6 Spectral Count	HCC_7 Spectral Count	HCC_8 Spectral Count	HCC_9 Spectral Count	C_1 Unique Spectral Count	C_10 Unique Spectral Count	C_11 Unique Spectral Count	C_12 Unique Spectral Count	C_13 Unique Spectral Count	C_14 Unique Spectral Count	C_15 Unique Spectral Count	C_16 Unique Spectral Count	C_17 Unique Spectral Count	C_18 Unique Spectral Count	C_19 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	C_4 Unique Spectral Count	C_5 Unique Spectral Count	C_6 Unique Spectral Count	C_7 Unique Spectral Count	C_8 Unique Spectral Count	C_9 Unique Spectral Count	HCC_1 Unique Spectral Count	HCC_10 Unique Spectral Count	HCC_11 Unique Spectral Count	HCC_12 Unique Spectral Count	HCC_13 Unique Spectral Count	HCC_14 Unique Spectral Count	HCC_15 Unique Spectral Count	HCC_16 Unique Spectral Count	HCC_17 Unique Spectral Count	HCC_18 Unique Spectral Count	HCC_19 Unique Spectral Count	HCC_2 Unique Spectral Count	HCC_3 Unique Spectral Count	HCC_4 Unique Spectral Count	HCC_5 Unique Spectral Count	HCC_6 Unique Spectral Count	HCC_7 Unique Spectral Count	HCC_8 Unique Spectral Count	HCC_9 Unique Spectral Count	C_1 Total Spectral Count	C_10 Total Spectral Count	C_11 Total Spectral Count	C_12 Total Spectral Count	C_13 Total Spectral Count	C_14 Total Spectral Count	C_15 Total Spectral Count	C_16 Total Spectral Count	C_17 Total Spectral Count	C_18 Total Spectral Count	C_19 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	C_4 Total Spectral Count	C_5 Total Spectral Count	C_6 Total Spectral Count	C_7 Total Spectral Count	C_8 Total Spectral Count	C_9 Total Spectral Count	HCC_1 Total Spectral Count	HCC_10 Total Spectral Count	HCC_11 Total Spectral Count	HCC_12 Total Spectral Count	HCC_13 Total Spectral Count	HCC_14 Total Spectral Count	HCC_15 Total Spectral Count	HCC_16 Total Spectral Count	HCC_17 Total Spectral Count	HCC_18 Total Spectral Count	HCC_19 Total Spectral Count	HCC_2 Total Spectral Count	HCC_3 Total Spectral Count	HCC_4 Total Spectral Count	HCC_5 Total Spectral Count	HCC_6 Total Spectral Count	HCC_7 Total Spectral Count	HCC_8 Total Spectral Count	HCC_9 Total Spectral Count	C_1 Intensity	C_10 Intensity	C_11 Intensity	C_12 Intensity	C_13 Intensity	C_14 Intensity	C_15 Intensity	C_16 Intensity	C_17 Intensity	C_18 Intensity	C_19 Intensity	C_2 Intensity	C_3 Intensity	C_4 Intensity	C_5 Intensity	C_6 Intensity	C_7 Intensity	C_8 Intensity	C_9 Intensity	HCC_1 Intensity	HCC_10 Intensity	HCC_11 Intensity	HCC_12 Intensity	HCC_13 Intensity	HCC_14 Intensity	HCC_15 Intensity	HCC_16 Intensity	HCC_17 Intensity	HCC_18 Intensity	HCC_19 Intensity	HCC_2 Intensity	HCC_3 Intensity	HCC_4 Intensity	HCC_5 Intensity	HCC_6 Intensity	HCC_7 Intensity	HCC_8 Intensity	HCC_9 Intensity	Indistinguishable Proteins
sp|Q969I3|GLYL1_HUMAN	Q969I3	GLYL1_HUMAN	GLYATL1	302	Homo sapiens	1:Experimental evidence at protein level	Glycine N-acyltransferase-like protein 1	1.0	0.999	7	79	77	79	4	3	1	5	3	2	4	4	4	4	2	5	1	1	4	5	1	4	4	0	0	1	2	0	2	0	1	0	2	0	2	1	1	2	0	0	2	2	4	3	1	5	3	2	4	4	4	4	1	5	1	1	4	4	1	4	4	0	0	1	2	0	2	0	1	0	2	0	2	1	1	2	0	0	2	2	4	3	1	5	3	2	4	4	4	4	2	5	1	1	4	5	1	4	4	0	0	1	2	0	2	0	1	0	2	0	2	1	1	2	0	0	2	2	6721904.5	1.4422602E7	3561943.8	7955871.5	8057358.0	6202499.5	2872127.8	8469188.0	5980098.0	3994816.2	5313129.0	6950621.0	2324545.0	1921782.2	4384827.0	5752109.0	3082087.2	8383849.0	6303161.0	0.0	0.0	872280.25	761251.6	580541.0	5503415.0	516354.44	630470.2	499641.06	3093958.0	0.0	6464049.5	831861.5	2020181.5	4982781.0	736435.5	0.0	3280123.0	2265279.5	
sp|Q969L2|MAL2_HUMAN	Q969L2	MAL2_HUMAN	MAL2	176	Homo sapiens	1:Experimental evidence at protein level	Protein MAL2	0.91	0.9989	1	9	9	9	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0.0	443787.06	157774.39	0.0	212114.62	189236.6	161039.89	0.0	0.0	101938.29	295991.0	377661.7	157557.34	169968.19	0.0	0.0	156210.08	0.0	0.0	493318.97	705881.4	0.0	303646.34	0.0	270074.28	256095.22	147070.6	0.0	0.0	0.0	0.0	1295669.5	0.0	0.0	228809.73	0.0	0.0	292844.78	
sp|Q969M1|TM40L_HUMAN	Q969M1	TM40L_HUMAN	TOMM40L	308	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM40B	0.9876	0.9987	2	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230669.05	0.0	0.0	740106.94	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969N2|PIGT_HUMAN	Q969N2	PIGT_HUMAN	PIGT	578	Homo sapiens	1:Experimental evidence at protein level	GPI-anchor transamidase component PIGT	0.9785	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235753.08	0.0	62560.426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969P0|IGSF8_HUMAN	Q969P0	IGSF8_HUMAN	IGSF8	613	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily member 8	0.9995	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1609005.8	1091142.6	0.0	0.0	0.0	0.0	0.0	
sp|Q969S3|ZN622_HUMAN	Q969S3	ZN622_HUMAN	ZNF622	477	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic 60S subunit biogenesis factor ZNF622	0.9996	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174831.02	0.0	0.0	
sp|Q969T9|WBP2_HUMAN	Q969T9	WBP2_HUMAN	WBP2	261	Homo sapiens	1:Experimental evidence at protein level	WW domain-binding protein 2	1.0	0.999	4	24	22	24	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	2	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	4	2	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	3	2	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	2	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	4	2	1	1319732.8	619137.9	106068.484	0.0	61464.062	1103718.5	0.0	0.0	0.0	0.0	319829.44	99264.05	157202.1	0.0	0.0	931636.25	0.0	939412.25	378024.44	0.0	290310.7	59000.03	216903.64	752529.1	733794.2	483182.0	0.0	277524.75	0.0	132770.75	0.0	0.0	1132263.9	0.0	313782.9	1791443.9	1088000.0	0.0	
sp|Q969V3|NCLN_HUMAN	Q969V3	NCLN_HUMAN	NCLN	563	Homo sapiens	1:Experimental evidence at protein level	BOS complex subunit NCLN	1.0	0.999	9	25	25	25	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	3	1	1	1	1	0	2	0	0	0	0	2	6	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	3	1	1	1	1	0	2	0	0	0	0	2	6	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	3	1	1	1	1	0	2	0	0	0	0	2	6	1	0	1	1	0	1	0.0	0.0	530824.94	381165.28	0.0	100797.11	176024.11	0.0	655050.44	96667.11	359067.28	735030.75	387060.78	227542.88	0.0	190617.53	303527.25	0.0	84533.61	2510500.2	1321511.2	848058.75	478774.3	729426.3	0.0	479227.28	189746.1	307576.6	0.0	530948.75	1815900.1	6049680.0	1823696.9	0.0	664284.9	436385.72	330874.16	504433.75	
sp|Q969X1|LFG3_HUMAN	Q969X1	LFG3_HUMAN	TMBIM1	311	Homo sapiens	1:Experimental evidence at protein level	Protein lifeguard 3	0.916	0.999	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	709726.44	258042.02	208104.94	349557.03	0.0	0.0	363714.53	149055.06	340195.6	0.0	266203.8	0.0	1956961.5	0.0	0.0	251020.94	517573.34	0.0	176967.62	
sp|Q969X5|ERGI1_HUMAN	Q969X5	ERGI1_HUMAN	ERGIC1	290	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum-Golgi intermediate compartment protein 1	1.0	0.999	8	66	66	66	0	2	2	1	1	2	1	0	1	2	3	2	2	2	0	0	1	0	0	4	4	0	0	2	2	3	2	3	2	2	1	5	0	3	7	0	1	3	0	2	2	1	1	2	1	0	1	2	3	2	2	2	0	0	1	0	0	4	4	0	0	2	2	3	2	3	2	2	1	5	0	3	7	0	1	3	0	2	2	1	1	2	1	0	1	2	3	2	2	2	0	0	1	0	0	4	4	0	0	2	2	3	2	3	2	2	1	5	0	3	7	0	1	3	126379.04	3281948.0	2715600.5	2503244.8	2675226.0	5190753.5	1455768.1	0.0	2346823.5	1539578.8	1843439.8	4150076.8	1862972.1	734214.06	286611.56	0.0	3387595.0	0.0	0.0	9387573.0	1.0074353E7	258185.14	903526.4	2084059.5	1309823.6	3298838.5	939124.3	3330929.2	2428028.2	1984637.2	5180370.0	1.4279019E7	969862.0	3166822.0	1.3862588E7	721216.56	972576.9	4946806.5	
sp|Q969X6|UTP4_HUMAN	Q969X6	UTP4_HUMAN	UTP4	686	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 4 homolog	0.9874	0.9988	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212119.94	0.0	322159.22	0.0	0.0	0.0	0.0	0.0	233694.36	0.0	0.0	0.0	3434422.2	0.0	0.0	0.0	236945.52	0.0	880211.4	
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens	1:Experimental evidence at protein level	FAST kinase domain-containing protein 4	1.0	0.999	4	11	11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	1	1	2	0.0	101183.52	0.0	0.0	0.0	278146.16	0.0	0.0	65502.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	515693.84	0.0	0.0	289747.44	25958.635	0.0	67291.4	54247.48	0.0	0.0	149364.89	0.0	438863.16	62321.566	31071.764	90616.39	689532.8	131751.69	941045.7	
sp|Q969Z3|MARC2_HUMAN	Q969Z3	MARC2_HUMAN	MTARC2	335	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial amidoxime reducing component 2	1.0	0.999	7	164	164	164	1	8	6	8	9	8	6	0	7	4	7	5	5	5	2	1	6	2	0	3	1	5	5	6	4	6	4	1	1	1	6	1	9	1	2	6	7	5	1	8	6	8	9	8	6	0	7	4	7	5	5	5	2	1	6	2	0	3	1	5	5	6	4	6	4	1	1	1	6	1	9	1	2	6	7	5	1	8	6	8	9	8	6	0	7	4	7	5	5	5	2	1	6	2	0	3	1	5	5	6	4	6	4	1	1	1	6	1	9	1	2	6	7	5	786639.9	9031805.0	8144187.0	5203579.5	1.0175561E7	8846082.0	4956087.5	555898.44	5970196.0	1524082.9	9645221.0	1.0592831E7	5752798.5	2523211.5	1149041.5	988700.6	9134653.0	971502.8	179277.11	4543379.0	764277.94	5090851.5	3104670.0	7586927.5	3877970.8	3743008.8	2092522.4	1615658.6	1176506.4	1782927.0	8874864.0	6921018.5	1.0872753E7	2453428.0	3158363.5	5852241.5	8075803.0	5213407.0	
sp|Q96A26|F162A_HUMAN	Q96A26	F162A_HUMAN	FAM162A	154	Homo sapiens	1:Experimental evidence at protein level	Protein FAM162A	1.0	0.999	6	96	96	96	1	1	3	1	2	2	4	2	3	1	3	3	2	2	1	1	3	1	1	9	2	0	6	3	1	2	3	1	1	4	5	4	1	4	5	1	6	1	1	1	3	1	2	2	4	2	3	1	3	3	2	2	1	1	3	1	1	9	2	0	6	3	1	2	3	1	1	4	5	4	1	4	5	1	6	1	1	1	3	1	2	2	4	2	3	1	3	3	2	2	1	1	3	1	1	9	2	0	6	3	1	2	3	1	1	4	5	4	1	4	5	1	6	1	1075701.2	2164187.5	1109880.2	1377590.4	1480508.0	2163322.5	1248213.8	5444532.0	1762825.2	1036370.25	1725495.0	2743621.5	1280072.8	910492.06	644376.6	765220.2	2391742.5	490779.94	304972.66	1.4702541E7	360749.12	748573.9	2828508.8	4957145.0	599289.5	1577542.0	2133175.8	606042.25	880929.25	3391651.8	1.234089E7	1.2330844E7	2497514.8	3057410.0	6237183.0	1213553.9	9965885.0	1461126.5	
sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	Homo sapiens	1:Experimental evidence at protein level	PAT complex subunit CCDC47	1.0	0.999	8	81	81	81	2	1	3	1	2	2	2	1	1	3	1	3	3	2	2	1	5	0	0	5	1	3	2	2	2	4	5	1	2	0	3	3	2	1	3	2	1	4	2	1	3	1	2	2	2	1	1	3	1	3	3	2	2	1	5	0	0	5	1	3	2	2	2	4	5	1	2	0	3	3	2	1	3	2	1	4	2	1	3	1	2	2	2	1	1	3	1	3	3	2	2	1	5	0	0	5	1	3	2	2	2	4	5	1	2	0	3	3	2	1	3	2	1	4	931220.9	2274367.0	2565121.2	1301000.5	3303670.5	2431534.2	1411236.1	162417.03	1690572.0	1132441.4	1345918.9	3321007.8	1616921.8	759033.4	962299.8	1203539.2	2101835.8	1573162.5	732549.94	5586149.0	1759702.4	3202774.5	1403988.5	2883258.0	1463668.2	2358192.8	1159008.8	1824647.4	1432033.2	1570837.4	4885743.5	6901042.5	4186319.2	1519774.2	2859863.5	1881554.0	1407980.0	1816257.0	
sp|Q96A35|RM24_HUMAN	Q96A35	RM24_HUMAN	MRPL24	216	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24m	0.5965	0.9927	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192978.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A46|MFRN2_HUMAN	Q96A46	MFRN2_HUMAN	SLC25A28	364	Homo sapiens	1:Experimental evidence at protein level	Mitoferrin-2	0.7401	0.9962	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A49|SYAP1_HUMAN	Q96A49	SYAP1_HUMAN	SYAP1	352	Homo sapiens	1:Experimental evidence at protein level	Synapse-associated protein 1	1.0	0.999	5	28	28	28	0	0	0	1	0	0	0	3	0	0	0	0	1	0	2	0	0	0	2	1	1	3	0	3	0	0	1	0	0	4	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	2	0	0	0	2	1	1	3	0	3	0	0	1	0	0	4	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	2	0	0	0	2	1	1	3	0	3	0	0	1	0	0	4	0	0	0	0	1	5	0	0	843979.0	483292.25	0.0	775937.06	0.0	0.0	0.0	1010367.0	310668.7	219551.77	0.0	0.0	280984.78	118360.68	551451.1	614846.56	0.0	191422.36	665718.8	689719.5	814594.94	1474996.4	132981.39	364003.62	55856.5	113551.44	205617.8	78278.92	276214.2	2621703.2	0.0	806358.9	0.0	206895.06	158549.5	2449016.0	0.0	0.0	
sp|Q96A57|TM230_HUMAN	Q96A57	TM230_HUMAN	TMEM230	120	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 230	0.996	0.9985	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	344466.75	0.0	0.0	0.0	38609.445	0.0	0.0	0.0	0.0	0.0	270711.38	418296.9	0.0	0.0	0.0	0.0	0.0	0.0	99787.3	
sp|Q96A65|EXOC4_HUMAN	Q96A65	EXOC4_HUMAN	EXOC4	974	Homo sapiens	1:Experimental evidence at protein level	Exocyst complex component 4	0.9793	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A72|MGN2_HUMAN	Q96A72	MGN2_HUMAN	MAGOHB	148	Homo sapiens	1:Experimental evidence at protein level	Protein mago nashi homolog 2	1.0	0.999	8	39	4	39	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	4	6	4	1	0	1	1	2	1	1	1	1	4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	4	6	4	1	0	1	1	2	1	1	1	1	4	0	1	0	1	0	1	1520116.4	1706140.9	557743.0	491192.5	782533.8	1141810.5	226509.4	714994.56	340883.84	310133.44	574049.25	1051605.4	310722.94	439376.22	460276.78	897195.2	240233.1	799448.25	415088.44	3345003.0	7682394.0	4982631.5	942374.2	1310714.8	1363158.0	987236.25	678460.4	1118665.4	1159564.0	1387788.0	2291409.2	1.3189635E7	2383800.8	1119724.8	799299.9	1829267.2	788644.0	1140419.5	
sp|Q96AB3|ISOC2_HUMAN	Q96AB3	ISOC2_HUMAN	ISOC2	205	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 2	1.0	0.999	5	399	399	399	10	11	11	10	14	10	11	10	12	13	11	10	8	8	9	9	13	14	15	10	7	9	13	10	10	13	9	10	9	4	11	12	12	9	7	13	12	10	10	11	11	10	14	10	11	10	12	13	11	10	8	8	9	9	13	14	15	10	7	9	13	10	10	13	9	10	9	4	11	12	12	9	7	13	12	10	10	11	11	10	14	10	11	10	12	13	11	10	8	8	9	9	13	14	15	10	7	9	13	10	10	13	9	10	9	4	11	12	12	9	7	13	12	10	1.6102361E7	4.3738288E7	1.579916E7	2.390406E7	2.3508042E7	1.4655274E7	5224982.0	2.2987708E7	2.0863414E7	9834252.0	1.4540136E7	1.4172259E7	3239318.8	2515321.8	9331646.0	1.3633773E7	1.4220721E7	2.4174476E7	2.286729E7	6965530.0	4771186.0	1.365786E7	1.6259444E7	2.3712374E7	2.062516E7	6104295.5	3663599.8	5872964.5	9386837.0	1762541.9	1.7097386E7	4.384784E7	4.3621804E7	1.4127815E7	4675067.5	1.8468624E7	2.547287E7	1.6424637E7	
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	Homo sapiens	1:Experimental evidence at protein level	Fermitin family homolog 2	1.0	0.999	16	266	239	266	8	8	8	8	7	8	6	7	8	4	9	9	12	4	5	9	3	6	4	8	3	6	7	10	8	7	3	17	5	7	9	10	7	6	6	2	5	7	7	8	7	7	6	7	5	7	8	4	8	8	11	3	4	8	3	5	3	7	3	5	6	9	7	6	3	16	5	6	8	9	6	6	5	2	5	6	8	8	8	8	7	8	6	7	8	4	9	9	12	4	5	9	3	6	4	8	3	6	7	10	8	7	3	17	5	7	9	10	7	6	6	2	5	7	4336438.5	9151200.0	4984208.5	4815765.5	4816900.5	7461656.0	2815212.2	4067132.2	4166422.0	2120624.0	4111600.0	7186583.5	3543918.5	1417255.4	2907106.5	4638427.5	4226341.5	4656451.5	2036089.2	5148123.0	1838331.9	4690601.0	2566334.5	6212875.5	3826045.5	2972589.0	882837.1	8402674.0	2190330.8	2657672.8	7990390.0	1.5806642E7	1.2605982E7	2812316.0	3496561.0	1552086.9	3437223.2	3311415.0	
