Protein,Gene,Protein Length,Organism,Description,C_1 ,C_10 ,C_11 ,C_12 ,C_13 ,C_14 ,C_15 ,C_16 ,C_17 ,C_18 ,C_19 ,C_2 ,C_3 ,C_4 ,C_5 ,C_6 ,C_7 ,C_8 ,C_9 ,HCC_1 ,HCC_10 ,HCC_11 ,HCC_12 ,HCC_13 ,HCC_14 ,HCC_15 ,HCC_16 ,HCC_17 ,HCC_18 ,HCC_19 ,HCC_2 ,HCC_3 ,HCC_4 ,HCC_5 ,HCC_6 ,HCC_7 ,HCC_8 ,HCC_9 
P50454,SERPINH1,418,Homo sapiens,Serpin H1,1.276037E7,8700079,1668783.1,1265778.5,4457852.5,9634706,1484959.2,3609239.5,3110284.8,2310181.8,5297827.5,4833711,2191184,2478730.8,2491402.8,8837324,1010246.75,5577551.5,2341624.2,3.8739372E7,8.4865664E7,2.4312494E7,8703540,4547496.5,7710083.5,1.2042467E7,3927862,2.464834E7,6047148,6.8400776E7,4041157.8,1.02648008E8,1.0789999E7,4408179,1.9245224E7,7458160,6293602.5,6149178
P50502,ST13,369,Homo sapiens,Hsc70-interacting protein,2.4315858E7,1.4505543E7,8106819,8358386,7088716.5,9179369,6589871.5,1.2247037E7,8924596,4262790,6694549,1.2134722E7,9438195,3672615,1.4301218E7,1.5746314E7,9225262,1.5450709E7,1.1805197E7,1.3098937E7,1.0368575E7,2.497469E7,9708010,1.0701817E7,1.0359059E7,7447500.5,8018033.5,5966759,8393186,1.5939334E7,1.5568021E7,2.9114252E7,2.226808E7,6009328,7424307,1.5753989E7,9658405,5284292.5
P50542,PEX5,639,Homo sapiens,Peroxisomal targeting signal 1 receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409678.97,0,0,0,0
P50552,VASP,380,Homo sapiens,Vasodilator-stimulated phosphoprotein,1509623.2,1601995.9,361840.44,156611.62,811246.75,1277421.6,355799.9,956331.3,841875.94,410120.97,915575.6,709409.94,187823.06,268365.6,827008.2,995930.94,196822.94,1215174,531564.7,3636551.8,3651734.5,887735.6,926678.9,1236608.4,513201.97,1404364.5,856737.5,3227649,984914.7,1535175,1366927.1,5534248,2786123.8,1287619.5,1300252.2,1365531,1050325.4,1047035.4
P50570,DNM2,870,Homo sapiens,Dynamin-2,4278876,7208626.5,3465334.5,2008976.2,2993404,5427640,1527034.9,3273643.2,2254017,914222.6,3470995,3033169.8,1548931.4,1357422.1,2056680.2,4220361,1407868.2,5492853,2929774.2,1.761301E7,5864566,5435523,4173925,7417536,5905687.5,3365056.8,1078968.2,4851821,2697080.8,8883018,5546721,1.7816222E7,1.2856364E7,2202628.5,4520164.5,7932507.5,3381109,2872032.5
P50579,METAP2,478,Homo sapiens,Methionine aminopeptidase 2,659042.75,635955.1,868432.06,247471.8,1267360.8,940856.7,150931.14,1428817.9,324719.75,259652.38,642687.4,550431.25,135450.53,153322.64,505033.75,959466.6,390831.2,913464.4,70965.35,2244547.5,1014375.44,2830202.5,510876.16,1445548.9,2160736.5,317250.3,611090.44,495835.06,1293048.6,793573.5,813604.6,7576348.5,2793294,1323905.1,689548.9,1307226.5,1552505.4,1172555.6
P50851,LRBA,2863,Homo sapiens,Lipopolysaccharide-responsive and beige-like anchor protein,0,129128.51,116203.305,382311.84,301015.2,276606.97,131930.05,309427.2,349092.62,335849.4,0,583912.06,490487.78,173840.31,0,0,246306.02,0,107111.89,352558.5,2782387.5,1478523.8,368977.66,0,634507.9,668411.75,671588.75,266359.2,115514.336,2651475.5,377854.53,6075594,0,0,421794.3,173660.89,205220.33,153808.8
P50895,BCAM,628,Homo sapiens,Basal cell adhesion molecule,0,1563003.6,472152.62,568562.4,428142.75,3978170.8,0,0,0,0,0,2854621.5,0,0,0,0,0,0,0,8174407,9401691,2584527,1245979.2,5278450,449883.4,4197127,508963.03,577797.1,0,8229194.5,6714293.5,2.7743546E7,1492800.5,0,2707345.8,1110057.2,4027783.5,2483218
P50897,PPT1,306,Homo sapiens,Palmitoyl-protein thioesterase 1,2082080.5,3206424,1436906.1,690692.7,862589.7,1441559.9,650228.5,742326.75,1237974.4,916905.1,1915379.8,2596993,1188077.5,446691.34,846499.7,1108951.5,2101031,2141428.5,245128.52,2171701.8,709570.2,2676684.8,791250.75,2465571.5,1134863.4,643006.6,607782.5,1292418.5,962638.4,979777,3302018.5,1374695.4,536045.6,1901640.2,3079168.5,952228.6,1017762.4,963571.4
P50914,RPL14,215,Homo sapiens,Large ribosomal subunit protein eL14,4974271.5,3267239.2,3006261.5,1993757.9,5142724.5,4375308,2080175.8,2021100.2,2134420.2,1441015.5,1615642.1,5946494.5,2420684.2,947339.8,1935785.6,2832773,5352960,2949624,2314361,1.7202708E7,5091774,2211776.5,2226442.8,2301329,2038844.8,4889636.5,621745.5,1070459.2,911397.5,2660905.5,4261167,3549210.2,2725679.8,1504179.4,1968174.6,3562500,1730836.1,3497828.8
P50990,CCT8,548,Homo sapiens,T-complex protein 1 subunit theta,1.1740285E7,2.5610372E7,1.1747767E7,1.2475857E7,1.5387871E7,1.6261211E7,8246270.5,1.8321692E7,1.4405107E7,7472953.5,1.4954156E7,1.9732946E7,1.1127283E7,7126133.5,1.041267E7,9076122,1.1602432E7,1.4555959E7,6842670.5,2.3250762E7,1.6483983E7,2.3751508E7,9878136,2.033546E7,1.147295E7,8895055,1.1975204E7,1.3971748E7,1.2154943E7,2.2347504E7,3.110878E7,4.1659336E7,3.7149628E7,1.7874974E7,1.4510818E7,2.0636664E7,1.1635854E7,1.077213E7
P50991,CCT4,539,Homo sapiens,T-complex protein 1 subunit delta,5703461.5,2.4009818E7,7306693,1.1044648E7,8945120,1.3141538E7,6140330,1.622464E7,1.162987E7,6459443.5,7324283.5,1.465597E7,5967757,3971675.2,7833904.5,6366264,5304538,9531401,7050762,1.5888181E7,1.9202282E7,2.132363E7,7073242.5,2.0633338E7,8253264,6832015.5,1.1330201E7,1.0404546E7,1.1931391E7,1.6004631E7,2.7118898E7,4.3673304E7,3.9624732E7,1.2515336E7,1.122715E7,2.2938726E7,9188181,1.1858689E7
P50995,ANXA11,505,Homo sapiens,Annexin A11,3241269.5,6104018.5,2606513,2059193,1364675,2375214,745051.9,1413945.8,3597171.8,1372550,1210509.2,1982969.8,983714.5,705733.4,2142776.5,2325176,1447017.9,1482866.9,2924303,7645157,1.0594041E7,5181817,1175787.4,5466042,590798.3,3698429.8,1873665.9,7207660.5,4512836.5,3996345,2165547.8,1.4118655E7,1.3599585E7,2977561.2,3323220.8,2580504.2,1221200.9,3995599.5
P51114,FXR1,621,Homo sapiens,RNA-binding protein FXR1,0,0,0,0,327758.8,837695.4,0,248878.56,0,0,0,115119.68,0,0,0,0,0,0,0,1462057.2,1975973.5,2090249.5,1611954,1042623,394220.7,844445.94,879942.9,735115.1,711031.6,1907125,1209430.5,3617157.2,2393907.5,514671.53,678749.3,2266133.8,685236.8,932478.2
P51116,FXR2,673,Homo sapiens,RNA-binding protein FXR2,0,0,0,0,0,264020.84,0,0,0,0,156180.38,0,0,0,0,264242.8,0,399228.97,0,128028.92,273874.03,0,219735.3,363554.97,0,0,142009.28,102384.99,0,214602.36,245885.6,0,0,0,0,1375561.9,0,453912.22
P51148,RAB5C,216,Homo sapiens,Ras-related protein Rab-5C,4053727.8,1.660031E7,3310346.8,2487911.5,7244752.5,6940143.5,2473204.8,911837.06,3004225.8,1408640.6,4234408.5,6382836,2899928,1576220.8,1036406.4,2003417.6,5849082.5,1435073.2,610976.2,1.480283E7,8593638,5129960.5,7966077.5,8700290,3358161.2,9990630,3560695.5,6835662.5,1170696.4,1.2512809E7,9300962,3.4973884E7,7649625,2471481.2,6189250.5,7781498.5,5900311,6500193
P51149,RAB7A,207,Homo sapiens,Ras-related protein Rab-7a,4874741.5,1.0067346E7,9401459,5781711.5,1.2269709E7,1.5649818E7,7149912.5,1811505.2,5606630,3312240.8,7468709.5,1.6836326E7,7563310,4349772.5,1832794.1,2305810.8,1.0996378E7,2261809,724254.3,3.128817E7,1.7634496E7,9556382,9071438,1.2314875E7,6443417,1.6064978E7,5233636.5,9690090,2811926.5,3.7185204E7,2.1853208E7,5.9801188E7,9947698,5788598,1.0892802E7,1.2826085E7,1.4544401E7,2.2916896E7
P51151,RAB9A,201,Homo sapiens,Ras-related protein Rab-9A,0,0,0,0,0,334349.03,0,0,0,0,0,0,0,0,0,0,0,0,0,652936.1,664158.7,0,257194.08,562304.9,0,136281.98,67981.64,141387.75,0,534455.56,274479.44,0,0,0,551004.5,0,227035.88,278343.25
P51153,RAB13,203,Homo sapiens,Ras-related protein Rab-13,0,0,253174.31,194713.56,0,0,0,0,0,0,0,387480.06,0,0,0,418701.16,1395533.1,1763152.5,0,381150.75,2132390.8,0,2823423.5,1293115.8,311750.75,1058553,456170.53,386662.78,0,874843.44,858503.3,5185805,1410125.2,0,0,1016716.8,0,438961.44
P51398,DAP3,398,Homo sapiens,Small ribosomal subunit protein mS29,0,0,0,81653.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65319.113,647605.2,143698.66,292806.06,1926587.5,224578.4,0,464910,673175.7,0,0,1085494.4,0,1283953.4,0,0,1084842.2,2523617,0,398591.75
P51452,DUSP3,185,Homo sapiens,Dual specificity protein phosphatase 3,3511224,5231858.5,3192556,2145147,2190465.8,2490193.8,1912213.8,5845992,3091535.5,2504616.8,2831121,5372317,1805510,1164707.6,2019344.2,3139579,1796795.1,4444549,3471731.2,7340033,603084.75,6644956,2393356.2,3520336.8,4584693,2050396.2,808427.6,1996802.1,2976564,6111084.5,9382463,8583990,1.3408476E7,4010517.2,4625767,4610827.5,3326697,2634338.5
P51511,MMP15,669,Homo sapiens,Matrix metalloproteinase-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139492.58,0,0,0,0,0,0,0,0,0,0,794640.2,0,0,0,0,0,0
P51553,IDH3G,393,Homo sapiens,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",1968893.2,2796450.8,1279901,1074070,1976842.6,2225394.5,1318929.2,1754508.6,1746440.9,722758.3,1661911.5,1827238,840228.4,596455.75,412002.66,924343.4,1188671.8,2402473,1183027.9,1.74368E7,5882771,1679891.4,7542315,1901763.5,2181018.8,1091320.8,1192349.4,5008233,1202980.6,1.9358704E7,2896901.2,1685200.6,1687339.6,557984.25,7204115,2759495.5,2302154.8,2023670.8
P51570,GALK1,392,Homo sapiens,Galactokinase,4.3412044E7,1.06345584E8,2.8949804E7,4.6972812E7,2.4068316E7,1.8520932E7,1.0497819E7,2.3766282E7,3.3461508E7,5637444.5,4.2883552E7,1.6483928E7,2.9237106E7,4914311,2.2846762E7,4.0934132E7,3.6766908E7,1.2026718E7,1.1248553E7,2.2029564E7,6629585.5,4.5252604E7,2.8161596E7,4125971,2.3530878E7,9701499,9581128,1.3766153E7,1.901235E7,3331857.2,2.0970266E7,8.9050504E7,5.8887304E7,6.5564288E7,3866900.5,1.2450349E7,1.4800458E7,8785038
P51571,SSR4,173,Homo sapiens,Translocon-associated protein subunit delta,1.2356391E7,1.2856115E7,6474731.5,5303438.5,8579249,8329438.5,3306602.8,5268640,6385334,3726617.5,5896769.5,1.0093067E7,4401538,3333949,3691432.8,7154978,7052184.5,7088442.5,3453265,2.2481192E7,1.3899931E7,1.2800774E7,5547069.5,1.2241767E7,7713652.5,8977958,3135544.2,7184331.5,5342592,1.1529935E7,1.529977E7,6.0906728E7,9797472,5417305.5,6580492.5,1.0772219E7,8822923,8839538
P51572,BCAP31,246,Homo sapiens,B-cell receptor-associated protein 31,74469.99,703042.4,1769834.6,1756446.9,1380271,1924515,1180693,181198.36,1862879.4,1034157.5,355385,3159275,2189187.8,1218555.1,0,0,2275082.5,0,0,1.0763034E7,1.4454764E7,351572.53,253996.31,1164521.8,2503363,2315233.5,2711345.5,974831.75,1422464.1,5577076.5,1.9743002E7,1.0499388E7,6504180.5,4947726,1166580.2,5430718.5,5300155,7384171.5
P51580,TPMT,245,Homo sapiens,Thiopurine S-methyltransferase,2455695,6651621.5,1673621.8,3868843.5,2983784.8,742593.6,1654311.8,4059187.2,3672005.8,1559079.1,3303829.8,4441127,773899.7,691840.3,2281378.8,1179424,2029245,3227951.5,1968876,2004225.6,125789.55,979676.7,925011.44,1282172.8,1436313.8,1884775.6,686421.94,676998.1,1454606.6,2018730.5,3170953.8,2176844.5,4467844.5,916569.4,662880.1,1503033.2,1702325.8,1284947.8
P51606,RENBP,427,Homo sapiens,N-acylglucosamine 2-epimerase,0,0,0,0,309769.8,0,0,0,0,0,249899.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713518.1,0,0,0,0,0,319070.25,0,0
P51608,MECP2,486,Homo sapiens,Methyl-CpG-binding protein 2,123732.21,0,81713.15,0,0,0,0,0,0,0,48351.45,0,0,0,0,90357.49,88501.41,0,0,394318.4,48041.016,0,37369.094,0,0,0,0,40560.25,0,0,241930.9,0,0,0,86369.63,0,51260.395,48459.992
P51610,HCFC1,2035,Homo sapiens,Host cell factor 1,408682.53,243374.7,0,0,0,246932.5,50447.805,0,89196.62,0,0,0,0,113097.06,96099.21,146704.05,0,127343.33,61775.727,1817138.8,3804649.2,4532856,67797.7,181783.72,240308.1,255241.86,221248.34,449498.56,140830.88,760994.9,376116.88,4211456,1131789.4,358285.62,177831.33,293340.97,263474.44,146302.73
P51648,ALDH3A2,485,Homo sapiens,Aldehyde dehydrogenase family 3 member A2,1.6918748E7,3.8445144E7,2.6715634E7,2.0472894E7,2.7301428E7,4.2456376E7,1.8540468E7,1.2370394E7,2.1046174E7,1.2698566E7,2.284914E7,3.0276538E7,3.3254284E7,9345679,1.122218E7,5756602,2.7410218E7,9692392,4019704.8,2.406128E7,3165665.2,9170755,7318141,5.298198E7,5.17662E7,1.0278486E7,1.4348796E7,4231042,1.2630091E7,1.9723974E7,1.10945936E8,2.5952728E7,1.24106904E8,3.4645572E7,2.237612E7,2.6724284E7,1.528432E7,1.4309124E7
P51649,ALDH5A1,535,Homo sapiens,"Succinate-semialdehyde dehydrogenase, mitochondrial",2.1687442E7,3.6393512E7,1.6723024E7,2.9223378E7,2.453461E7,2.1506306E7,1.4675201E7,3.741142E7,2.9444198E7,1.2526624E7,2.0056E7,2.517676E7,1.4738998E7,5151069,1.1611081E7,1.4573521E7,1.6665544E7,1.9956952E7,1.7189084E7,6588002.5,2265800.8,2.5742026E7,2.00653E7,5891714,1.8044124E7,1.5643196E7,9235980,3952925.8,1.5429219E7,4248688.5,3.231079E7,1.885567E7,3.0738648E7,1.7090454E7,3374174.8,7440861.5,3.7024028E7,8336165.5
P51654,GPC3,580,Homo sapiens,Glypican-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102285.8,743324.8,491589.7,1570988.6,0,0,2454913.2,39076.477,0,0,0,0,4651753.5,0,0,0,0,0,389892.28
P51659,HSD17B4,736,Homo sapiens,Peroxisomal multifunctional enzyme type 2,1.19637048E8,3.95771616E8,1.43822144E8,1.70712224E8,1.74054096E8,2.24322E8,5.60507E7,2.66069952E8,2.0105456E8,9.1076104E7,1.18079016E8,1.85520592E8,9.2395392E7,4.1106556E7,1.11901904E8,1.11152152E8,9.559072E7,1.35448592E8,8.4374808E7,2.59139616E8,3.5983732E7,3.24139328E8,1.023848E8,3.75848032E8,6.3353606E8,1.70474448E8,1.66674256E8,8.1087808E7,1.96900576E8,5.1855544E7,1.15939546E9,2.87058016E8,1.1145495E9,3.31937632E8,1.10157216E8,9.351481E8,2.34461312E8,2.5308664E8
P51665,PSMD7,324,Homo sapiens,26S proteasome non-ATPase regulatory subunit 7,1.2749224E7,3149873.2,2.80924E7,3.1575168E7,3.5213228E7,6.0402504E7,2.1477174E7,2.5350474E7,2.2432062E7,9813451,2.0537964E7,2.9124144E7,1418369,6315504.5,9979823,7017300,5.4450996E7,1.5788425E7,8753562,2.649172E7,6533109.5,6.2322928E7,2.0706674E7,6.6705132E7,2.4014062E7,1.8806406E7,1.7114148E7,4.5651816E7,2.4372428E7,2.9715202E7,1.9705146E7,8.0481824E7,3.6170672E7,3.9282824E7,3.1840442E7,3.6967804E7,2.6939996E7,1.2997602E7
P51668,UBE2D1,147,Homo sapiens,Ubiquitin-conjugating enzyme E2 D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536670.9,0,83643.73,0,0,217936.62,0,0,263684.97,131270.36,459265.25,0,0,392715.06,0,0,282570.3,221600.67,226372.8
P51687,SUOX,545,Homo sapiens,"Sulfite oxidase, mitochondrial",1.7122382E7,3.922726E7,9466304,1.6409765E7,1.7587416E7,1.7956502E7,5689198.5,2.1770684E7,1.5844305E7,9928876,1.739813E7,1.6100617E7,5288245,3523359.5,1.1268112E7,1.4838851E7,8562902,2.6218774E7,1.2695075E7,5685428.5,360541.06,8463882,5899060,1.091741E7,1.2111039E7,1426066.8,2954234.2,2443402.5,7947466.5,783166.8,2.570711E7,4476400.5,1.7427798E7,1.6169898E7,4860410.5,5066222,5685509,4090293.5
P51688,SGSH,502,Homo sapiens,N-sulphoglucosamine sulphohydrolase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690057.94,238430.12,0,0,0,0,0,0,76377.19,0,0,0,0,0,0,758549.9,0,0,0
P51689,ARSD,593,Homo sapiens,Arylsulfatase D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P51690,ARSL,589,Homo sapiens,Arylsulfatase L,54913.023,653089.6,3418573.8,119667.1,56327.84,3698230.8,710437.5,0,215804.47,0,338355.8,2817166.8,1113035.8,47980.12,0,0,1311632.4,0,0,148511.16,482727.88,462917.8,326462.12,0,136970.31,45933.5,0,71797.305,0,0,1.1021936E7,676786.4,270465.06,564023.06,1208259.6,61800.19,0,1017288.75
P51692,STAT5B,787,Homo sapiens,Signal transducer and activator of transcription 5B,0,155537.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149388.06,0,0,0,0,0,0,0,233962.08,524823.2,0,0,110928.49,0,0
P51784,USP11,963,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 11,0,0,0,0,0,0,0,0,0,0,0,0,450572.16,0,556050.94,0,1023268.56,0,0,0,0,0,856739.44,0,0,0,0,0,0,0,0,0,0,0,1120816,74796.85,0,0
P51798,CLCN7,805,Homo sapiens,H(+)/Cl(-) exchange transporter 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007045.06,0,0,0,0,0,0,0,0
P51809,VAMP7,220,Homo sapiens,Vesicle-associated membrane protein 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86578.28,0,0,419260.44,0,389592.72,0,190209.3,0,1184915.9,949819,803181.1,0,0,0,0,388059.28,0
P51810,GPR143,404,Homo sapiens,G protein-coupled receptor 143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480008.66,0,0,0,0,0,0,0,0
P51812,RPS6KA3,740,Homo sapiens,Ribosomal protein S6 kinase alpha-3,0,0,0,0,0,89296.016,0,0,0,0,0,0,0,90722.12,0,0,0,0,0,3294485,2.128269E7,651173.4,661118.94,214021.61,193544,3888906.2,201510.62,746567.94,225986.8,1.0212005E7,187946.06,9510912,445781.1,63017.598,291618.06,5555592.5,154480.89,748274.56
P51857,AKR1D1,326,Homo sapiens,Aldo-keto reductase family 1 member D1,2.1202258E7,6.803464E7,1.8065558E7,4.09407E7,2.5759212E7,1.6776625E7,1.2865272E7,5.8337816E7,3.3150062E7,1.6892932E7,1.9994312E7,3.016048E7,8600851,4456651,3.2937382E7,2.5507214E7,1.723467E7,2.4088808E7,1.910671E7,7497204.5,287708.8,1035786.5,906272.75,234791.12,2.590359E7,2154637.5,831182.25,642486.4,1.9843786E7,0,1.0834962E7,0,1.1776727E7,2.4890556E7,0,0,1.2792459E7,1.5428349E7
P51858,HDGF,240,Homo sapiens,Hepatoma-derived growth factor,4.9528644E7,3.5779784E7,1.71191E7,1.2950409E7,1.8261122E7,2.3554272E7,7779448.5,2.449339E7,1.2941194E7,7205951.5,1.7581884E7,1.999377E7,5492957.5,4110832.2,1.3959954E7,2.5557732E7,1.6149279E7,3.2096264E7,2.260438E7,4.2569236E7,5.946258E7,5.3619052E7,1.763933E7,4.0577604E7,1.9622054E7,1.8554292E7,5430566,2.1975536E7,2.9059896E7,6759629.5,2.7939866E7,1.21979944E8,1.83943632E8,1.9290492E7,1.3168478E7,3.7782072E7,1.4953376E7,1.7519508E7
P51884,LUM,338,Homo sapiens,Lumican,4.3298896E7,2.6936574E7,3.2678142E7,1.1599579E7,1.273692E7,3.7840504E7,1.307711E7,1.408544E7,1.821414E7,6476422.5,1.4839782E7,2.3461158E7,2.2283566E7,1.2450837E7,1.0040031E7,3.6666156E7,7257721.5,3.0625704E7,9044961,4.0920284E7,1816901.4,755319,6355547,996325.9,4060247,5573031.5,1.0214848E7,1.48344368E8,2798082.8,1.6584205E7,3217144.8,8.3743512E7,1.2018605E7,8792591,8.7074776E7,3057896.2,1.4589769E7,1.2103571E7
P51888,PRELP,382,Homo sapiens,Prolargin,1.4997961E7,9008423,1.2284835E7,1863769.9,3370067.2,1.2482058E7,4222247,4394648.5,5195054.5,1602573.5,5475510,1.041441E7,6695977,5174988.5,2131943.2,1.1271584E7,1961082.5,8616293,1679022.2,1.6162427E7,249066.27,0,1962463.9,0,149584.61,1850993.9,1836091.4,8.6708112E7,302999.53,3320272.5,0,7.033804E7,412860.7,2150044.5,5.1723576E7,0,2116399.2,4057674.2
P51911,CNN1,297,Homo sapiens,Calponin-1,5432023.5,0,0,0,0,416669.28,0,252623.12,0,0,0,0,408021.2,635193.06,0,441602.22,0,2093314.4,0,1194211.2,0,0,0,0,0,156024.83,0,1.4873036E7,0,162774.78,0,3791045,0,0,1160759.8,0,0,0
P51970,NDUFA8,172,Homo sapiens,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,2749282.8,3654561.8,1435203.1,2483018.8,2470686.2,1753069.9,996739,2623479.5,1291387.8,1531252.9,1463670,2245460.5,1028562.56,680266.56,2315570.2,2438226,1565711,2485127.8,1583059.2,5359624.5,913462.1,1583064,1847112.5,2070181.4,1638999.8,914459.7,677963.7,471143.94,1019745.1,3690513.5,1431645.2,4883423.5,3967942.2,921492.7,3714220.5,3449074.5,513599.62,1266148.8
P51991,HNRNPA3,378,Homo sapiens,Heterogeneous nuclear ribonucleoprotein A3,2.9422604E7,3.2436344E7,1.3978144E7,8607804,1.2047051E7,1.9268834E7,6441964.5,1.7448402E7,1.5183511E7,8290065.5,1.4327926E7,1.3181326E7,4523754.5,4455095.5,9089720,2.0500764E7,1.2565817E7,2.234818E7,1.3967436E7,4.554992E7,2.7648768E7,5.9086484E7,2.1317476E7,3.1541286E7,2.1669892E7,2.117908E7,1.1277961E7,2.2593554E7,1.8599772E7,2.3224182E7,3.6775432E7,1.09684112E8,8.3232824E7,1.233309E7,1.0550887E7,3.6130052E7,1.3499905E7,1.7009456E7
P52209,PGD,483,Homo sapiens,"6-phosphogluconate dehydrogenase, decarboxylating",1.9543066E7,7.5940448E7,2.3797198E7,3.5567172E7,3.5721696E7,3.2086178E7,1.5392031E7,4.5939796E7,2.6388624E7,1.802146E7,2.7207E7,3.0734016E7,1.3238801E7,1.2666103E7,1.9684676E7,1.9666726E7,1.681589E7,2.8628546E7,1.9361626E7,5.403224E7,2.5333512E7,2.3919374E7,1.2022306E7,1.4215474E7,3.5083116E7,1.7439278E7,2.3665548E7,1.381228E7,3.4590416E7,3.5917212E7,2.3359974E7,7.2239264E7,2.401362E7,2.9239986E7,2.7923808E7,2.344412E7,4.0120736E7,1.934187E7
P52272,HNRNPM,730,Homo sapiens,Heterogeneous nuclear ribonucleoprotein M,1.913397E7,1.2839057E7,6508417.5,5182052.5,1.0639345E7,1.5483248E7,5546655,1.4949453E7,7451323.5,3831324.5,1.1098795E7,1.2006082E7,4569168,3925355,6912881.5,1.3710157E7,9976257,1.6846944E7,8618894,5.1938988E7,3.9409656E7,4.0905968E7,1.8861658E7,2.7150626E7,1.6525758E7,1.389469E7,1.3611298E7,1.7814954E7,1.6657436E7,1.7247788E7,2.7828728E7,8.3343048E7,6.3921544E7,2.1136492E7,1.2187513E7,2.684661E7,1.2721622E7,1.4391148E7
P52292,KPNA2,529,Homo sapiens,Importin subunit alpha-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286054.9,971016.9,456235.25,1257512.8,0,0,109510.9,154774.16,0,0,886588.6,0,1029696.06,0,0,0,1519408.2,0,0
P52294,KPNA1,538,Homo sapiens,Importin subunit alpha-5,0,740944.8,119173.31,235648.6,0,0,0,307614.03,381130.12,223852.88,0,0,0,0,0,0,0,0,0,1591956,788560.7,1828502.5,427937.84,194934.14,241416.7,166954.16,0,213973.61,287843,291686.2,0,2923253,200589.7,261100.2,555760.25,312674.34,0,150790.1
P52298,NCBP2,156,Homo sapiens,Nuclear cap-binding protein subunit 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467043.22,565419,0,0,0,0,0,0,0,0,0,1329814.4,0,0,0,0,0,0
P52306,RAP1GDS1,607,Homo sapiens,Rap1 GTPase-GDP dissociation stimulator 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130017.07,224446.19,0,0,61039.69,0,0,2776451.8,0,0,0,0,0,839827.75,0,0
P52434,POLR2H,150,Homo sapiens,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",1047944.25,0,0,0,0,0,0,0,0,0,0,0,0,0,228447.86,0,0,411252.25,240282.02,895119.75,853788.44,885911.8,961697.25,0,0,303278.62,237778.28,0,0,0,1165190.8,706846.8,1241678.6,0,395350.88,867099.6,414606.16,924663.7
P52564,MAP2K6,334,Homo sapiens,Dual specificity mitogen-activated protein kinase kinase 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277267.2,0,0,0,0,0,0,0,0,0,0,0,0,0,301638.62,0,0
P52565,ARHGDIA,204,Homo sapiens,Rho GDP-dissociation inhibitor 1,1.30050656E8,1.0126976E8,4.4206608E7,3.8049364E7,4.6108144E7,8.3691456E7,2.573797E7,5.286364E7,5.2229372E7,2.1267174E7,5.2672836E7,5.1651956E7,2.981081E7,2.1068694E7,3.7180256E7,6.8196056E7,4.0932408E7,8.9722536E7,5.136552E7,8.4719232E7,2.9378002E7,3.688584E7,3.587024E7,5.2747168E7,5.5724384E7,2.3107364E7,1.5332424E7,5.7811608E7,5.5409324E7,5.882708E7,5.5143956E7,1.47167248E8,1.5040184E8,5.5242368E7,4.7636104E7,4.7669412E7,5.340262E7,3.339246E7
P52566,ARHGDIB,201,Homo sapiens,Rho GDP-dissociation inhibitor 2,3.579954E7,3.2629206E7,6330238,7544276.5,1.8705562E7,3.8004692E7,9047453,9749718,8016992,3759934.5,1.1984486E7,1.175224E7,4092782.8,6044688.5,6454102.5,2.2752812E7,1.2428335E7,2.4103184E7,9411081,5.3632396E7,2.216923E7,2694869.2,8303594.5,1.7761416E7,8363303.5,1.1683377E7,4893252.5,2.9668076E7,6174025.5,2.38469E7,8297057,3.4260936E7,1.2277752E7,1.0638461E7,8331667,3.1386968E7,1.5395055E7,1.7061026E7
P52569,SLC7A2,658,Homo sapiens,Cationic amino acid transporter 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13358.82,0,449744.8,0,0,0
